RECORDTIME,RMSSD
,0.654595449
,0.490304087
,0.467102189
,0.470912261
,0.434932245
,0.382588692
,0.435453434
,0.392868696
,0.294822257
,0.154766184
,0.127574494
,0.062291075
,0.026652529
,0.060538802
,0.045666942
,0.086984652
,0.131222817
,0.147047195
,0.108542108
,0.069327127
,0.031397146
,0.118121203
,0.210829949
,0.28951152
,0.264152978
,0.153795694
,0.09707595
,0.145420725
,0.139462996
,0.122856835
,0.169844722
,0.138456562
,0.116683441
,0.239306639
,0.304967471
,0.268101299
,0.034542253
,0.020621359
,0.001867149
,0.015173538
,0.012904598
,0.022311247
,0.014925373
,0.096465416
,0.28444476
,0.46289928
,0.594852342
,0.505560086
,0.616560901
,0.825197055
,0.97456896
,0.944162796
,0.898583094
,0.96190071
,0.950662365
,0.949137921
,0.881128798
,0.910081422
,0.9172664
,0.74157715
,0.43029508
,0.198863166
,0.078112998
,0.074544144
,0.026707319
,0.120702899
,0.381371054
,0.785656043
,0.922950568
,0.842285012
,0.804575696
,0.625435767
,0.482327082
,0.22781579
,0.387279753
,0.474645774
,0.645844412
,0.377790383
,0.719194999
,0.575164557
,0.605594356
,0.381453776
,0.391309486
,0.398671725
,0.407782938
,0.288923553
,0.159511232
,0.027120927
,0
,0.013058224
,0.193060824
,0.504508337
,0.454768911
,0.395268314
,0.430897768
,0.27776793
,0.208187093
,0.515226717
,0.678070455
,0.613299299
,0.289325345
,0.234468985
,0.195046147
,0.153378003
,0.1562969
,0.263693409
,0.258990085
,0.187601186
,0.166672575
,0.180640739
,0.140686118
,0.120123846
,0.129648669
,0.314224601
,0.422873755
,0.533342787
,0.583767623
,0.595797733
,0.656243722
,0.621583295
,0.717150589
,0.785608773
,0.749849328
,0.791919264
,0.69652923
,0.637903121
,0.606161591
,0.536852554
,0.405183111
,0.348164167
,0.244596495
,0.070857116
,0.001418088
,0
,0.006535021
,0.019321445
,0.039245577
,0.084789828
,0.261908982
,0.426868035
,0.877240874
,0.890629985
,0.718722303
,0.734096737
,0.740891741
,0.666170336
,0.864029024
,0.882877773
,0.867916947
,0.891729003
,0.958379126
,0.93915222
,0.782228998
,0.735065764
,0.578473429
,0.501471266
,0.427612531
,0.240566762
,0.103662212
,0.107065622
,0.090202196
,0.219638151
,0.096749034
,0.051405679
,0
,0.171541343
,0.453977145
,0.597239456
,0.645336264
,0.753512721
,0.646813439
,0.648196074
,0.892000804
,0.953675802
,0.965812269
,0.948795216
,0.961487101
,0.946798076
,0.892449865
,0.955200246
,0.968778436
,0.933456234
,0.993559518
,0.986492715
,0.992094161
,0.993973127
,0.988430768
,0.985062809
,0.926696683
,0.504650146
,0.453492632
,0.333321516
,0.298306567
,0.367591969
,0.613724726
,0.715082545
,0.688056156
,0.663204169
,0.757861524
,0.885583957
,0.931860886
,0.974958935
,0.987520828
,0.991314213
,0.997281999
,0.986350906
,0.996171163
,0.990522447
,0.99391404
,0.988407133
,0.987532646
,0.992212335
,0.992566857
,0.984684653
,0.653726616
,0.312759244
,0.665685823
,0.741919854
,0.725670933
,0.710509212
,0.663747769
,0.682076553
,0.563453516
,0.416468725
,0.418891292
,0.296049444
,0.306377849
,0.352170265
,0.406388485
,0.419056735
,0.547310951
,0.62700748
,0.718651399
,0.784994269
,0.791919264
,0.774323159
,0.750310207
,0.710190142
,0.449971047
,0.452263623
,0.426643505
,0.516632987
,0.343768095
,0.456576973
,0.411694497
,0.330828045
,0.336134057
,0.222899753
,0.274801763
,0.274033632
,0.301343638
,0.365547559
,0.291948807
,0.456801503
,0.55785207
,0.670140982
,0.742309829
,0.807400054
,0.817373938
,0.822171801
,0.801195921
,0.714668936
,0.754647192
,0.909963248
,0.82431075
,0.901088382
,0.985145531
,0.974639865
,0.967230357
,0.980761277
,0.951135061
,0.94346557
,0.968612992
,0.920587088
,0.858853003
,0.804611149
,0.776391203
,0.791505655
,0.642559176
,0.624135853
,0.570413963
,0.538944234
,0.521619929
,0.415771499
,0.383439099
,0.459543139
,0.420592997
,0.335507734
,0.575188192
,0.538436086
,0.572611999
,0.732749554
,0.742156202
,0.776911169
,0.795109961
,0.760343177
,0.668403824
,0.752413703
,0.770163435
,0.515817587
,0.176882807
,0.050235757
,0.051181149
,0.048545869
,0.030370712
,0.056865317
,0.048782217
,0.078632963
,0.172853074
,0.2204181
,0.193970764
,0.620850616
,0.864478085
,0.759846847
,0.677018707
,0.574550053
,0.566998736
,0.503409319
,0.485955023
,0.455265241
,0.421302041
,0.354675553
,0.309544912
,0.273809102
,0.248236253
,0.036468489
,0
,0.013270937
,0.044929746
,0.139953439
,0.258351946
,0.298826532
,0.239432292
,0.301509082
,0.272603727
,0.334266908
,0.398317203
,0.310218504
,0.502274849
,0.684215502
,0.752366434
,0.717753276
,0.64354002
,0.738232826
,0.721629383
,0.663641413
,0.619042554
,0.319447891
,0.083194479
,0.094621902
,0.137755404
,0.178466338
,0.207714397
,0.224176032
,0.303352596
,0.428333392
,0.464849151
,0.597712152
,0.588813651
,0.695229317
,0.703666938
,0.799257867
,0.674950662
,0.700334432
,0.72799896
,0.736814739
,0.596613134
,0.365275759
,0.346285201
,0.276208033
,0.224979615
,0.257205658
,0.204051004
,0.228524834
,0.117724915
,0.05421822
,0.026506423
,0.000165444
,0.021696742
,0.057042578
,0.103331324
,0.240235875
,0.445752236
,0.558726557
,0.579123385
,0.311790218
,0.171718604
,0.163068269
,0.226834946
,0.189621961
,0.183276019
,0.224885076
,0.219330899
,0.18604129
,0.341180085
,0.227756703
,0.068800889
,0.074083265
,0.064688434
,0.049940322
,0.026979119
,0.005116933
,0
,0
,0
,0
,0.056227178
,0.284539299
,0.503031162
,0.594320559
,0.664090474
,0.695749282
,0.963661502
,0.961640727
,0.954573924
,0.963058815
,0.955838385
,0.958580022
,0.934177096
,0.898949433
,0.836447218
,0.728679642
,0.562141785
,0.453587171
,0.443152409
,0.684510937
,0.394322922
,0.740619941
,0.363609506
,0.322733128
,0.053970055
,0.016095295
,0.101676889
,0.132248496
,0.016839792
,0.000496331
,0
,0
,0
,0
,0
,0
,0.019321445
,0
,0.003746115
,0.015019912
,0
,0
,0
,0.002564375
,0.157774075
,0.433001264
,0.406199407
,0.37212985
,0.37839307
,0.368159204
,0.315016367
,0.420994789
,0.581274152
,0.51198875
,0.536415311
,0.461268479
,0.342787251
,0.316564446
,0.420013945
,0.453149927
,0.438673615
,0.313350114
,0.176126493
,0.095035511
,0.036433037
,0.038713794
,0.05857884
,0.210396946
,0.287139126
,0.281514045
,0.501388544
,0.585634772
,0.54690916
,0.671795417
,0.635397833
,0.587679181
,0.586745607
,0.513288664
,0.533449144
,0.566325144
,0.527008662
,0.416114203
,0.401377909
,0.23367722
,0.112324364
,0.067111001
,0.01848241
,0
,0.001548079
,0.040462769
,0.014015434
,0.013365477
,0.013542738
,0.051027523
,0.14735113
,0.238935962
,0.343685374
,0.382942768
,0.365653916
,0.356389076
,0.540976826
,0.75860602
,0.600205623
,0.702946077
,0.817291216
,0.774984933
,0.603301781
,0.418276787
,0.582609518
,0.768130842
,0.747875823
,0.735727538
,0.622729582
,0.454650737
,0.407239338
,0.309296747
,0.190744614
,0.208730693
,0.327460087
,0.447465759
,0.554803181
,0.595407759
,0.713262665
,0.72713629
,0.620708808
,0.663806856
,0.817563016
,0.786116921
,0.766393685
,0.402134222
,0.263941575
,0.244962834
,0.157655901
,0.200990298
,0.130818591
,0.066484679
,0.568534997
,0.430555063
,0.281324967
,0.115373253
,0.523959774
,0.759208707
,0.303919831
,0.146133938
,0.077321232
,0.230781957
,0.466598126
,0.348601411
,0.480117229
,0.536391676
,0.448103899
,0.365039411
,0.257796528
,0.146890252
,0.055600856
,0.002446201
,0.016556174
,0.065503835
,0.027286371
,0.031044303
,0.053154654
,0.010966545
,0.006298673
,0.002599827
,0.538601529
,0.779050118
,0.521986268
,0.343968991
,0.127084293
,0.007255882
,0.04440978
,0.17446024
,0.454887085
,0.440280781
,0.362285957
,0.329823566
,0.17391664
,0.071979769
,0.072665178
,0.025147422
,0
,0.014109973
,0.049999409
,0.12955413
,0.194916156
,0.23653703
,0.291381572
,0.260620886
,0.308457711
,0.370451779
,0.402252396
,0.456305172
,0.471395989
,0.546743716
,0.706963992
,0.761477647
,0.654152043
,0.374859668
,0.173136692
,0.15252715
,0.023752969
,0.034175914
,0.005306012
,0.008224909
,0.026187353
,0.197705061
,0.244454686
,0.271882866
,0.392302147
,0.549757152
,0.538802425
,0.627314733
,0.599201144
,0.627338368
,0.559187436
,0.58032876
,0.767492703
,0.899847556
,0.947578024
,0.870398601
,0.943075596
,0.959489961
,0.844270335
,0.660261637
,0.752460973
,0.440859834
,0.614551943
,0.592926106
,0.462190236
,0.243202042
,0.205268196
,0.280485931
,0.264071566
,0.352843857
,0.394641992
,0.550655275
,0.681852023
,0.796043535
,0.805072027
,0.721629383
,0.692724028
,0.881365146
,0.919653514
,0.957221021
,0.956051098
,0.966131339
,0.953309462
,0.781212701
,0.782276267
,0.87680363
,0.713936257
,0.458562295
,0.338320275
,0.418158613
,0.391793999
,0.621193321
,0.790288463
,0.697888231
,0.71555524
,0.682041101
,0.766700937
,0.433911204
,0.5405514
,0.915245625
,0.84747285
,0.75074745
,0.883858617
,0.94514364
,0.79180109
,0.69171955
,0.315169993
,0.259651859
,0.154630647
,0.160539346
,0.168705168
,0.300232803
,0.464447359
,0.557615722
,0.766003711
,0.83039671
,0.778435613
,0.723697427
,0.527918602
,0.572623817
,0.943820092
,0.940582125
,0.921780645
,0.861972796
,0.919547157
,0.952446792
,0.960210822
,0.940901195
,0.884804008
,0.858392125
,0.838314366
,0.768059938
,0.641093818
,0.515604873
,0.527268645
,0.522813486
,0.537041633
,0.324115763
,0.319282448
,0.186549438
,0.243816547
,0.212382269
,0.051606575
,0.193793503
,0.255149431
,0.242268468
,0.288663571
,0.412013566
,0.442809704
,0.233748124
,0.310903913
,0.779345553
,0.731189657
,0.775599437
,0.907327968
,0.950981435
,0.928410206
,0.963117902
,0.949137921
,0.961487101
,0.949208825
,0.912657615
,0.919558975
,0.926968483
,0.913520285
,0.929461954
,0.917384574
,0.948582503
,0.940889377
,0.955602037
,0.941716595
,0.889850037
,0.69049054
,0.510606114
,0.519575519
,0.535363562
,0.509802531
,0.557946609
,0.586178372
,0.629619125
,0.59590409
,0.593351532
,0.812493353
,0.835998156
,0.801739521
,0.713002683
,0.592465227
,0.553018754
,0.486770423
,0.483615178
,0.506080051
,0.520780894
,0.519220997
,0.508159913
,0.699329954
,0.760484986
,0.739993619
,0.826745134
,0.83298472
,0.886233914
,0.907387055
,0.947388946
,0.937568689
,0.899150329
,0.848902755
,0.887711088
,0.754032687
,0.612306638
,0.450408291
,0.306767824
,0.092624762
,0.034483166
,0.06062325
,0.082757235
,0.10008154
,0.196747852
,0.204854587
,0.215005731
,0.181857931
,0.155682396
,0.265560558
,0.302785361
,0.323749424
,0.325002068
,0.2710911
,0.468973423
,0.592441593
,0.595065055
,0.50331478
,0.424563643
,0.364235828
,0.259427329
,0.497016107
,0.486179554
,0.466539039
,0.450431926
,0.24952435
,0.096806939
,0.07755758
,0.026482788
,0.011120171
,0.045981494
,0.138700795
,0.378499427
,0.498800534
,0.389997755
,0.295104052
,0.349511351
,0.143959537
,0.031162477
,0.131716713
,0.130629513
,0.123030926
,0.130452252
,0.064440269
,0.016343461
,0
,0
,0.003214332
,0.075548623
,0.123255457
,0.138558987
,0.11570414
,0.137672682
,0.336063152
,0.362735018
,0.245719148
,0.183216932
,0.039115586
,0
,0
,0
,0.029094433
,0.103449498
,0.11075265
,0.104040368
,0.217038324
,0.34320086
,0.458396852
,0.407463868
,0.533413692
,0.525070609
,0.604270807
,0.731378736
,0.739568192
,0.832252041
,0.758795098
,0.337103083
,0.338745701
,0.174814762
,0
,0
,0
,0.356684511
,0.677893194
,0.720624904
,0.744377873
,0.859077534
,0.839779724
,0.889755498
,0.903841836
,0.906796185
,0.891492655
,0.870067714
,0.8776663
,0.892130795
,0.899823921
,0.922241524
,0.931470911
,0.928658371
,0.938466811
,0.933030808
,0.931494546
,0.935878801
,0.922324246
,0.88525307
,0.862906371
,0.797024379
,0.789260349
,0.803027617
,0.754257217
,0.533449144
,0.304900675
,0.281974923
,0.229198426
,0.199123149
,0.126505241
,0.160090285
,0.186691247
,0.337493057
,0.418666761
,0.504071093
,0.613760178
,0.609281384
,0.547949091
,0.536994363
,0.551068884
,0.619337989
,0.524716087
,0.317025325
,0.354557379
,0.40868106
,0.178218173
,0.22527505
,0.21492301
,0.222769762
,0.236927004
,0.231065575
,0.161732903
,0.111095355
,0.098663452
,0.065941078
,0.036610298
,0.108767327
,0.118575767
,0.180853452
,0.219720873
,0.297739332
,0.39138039
,0.32385578
,0.467661692
,0.572718356
,0.442656078
,0.317710734
,0.268337647
,0.224766902
,0.20711171
,0.265430567
,0.319010647
,0.224187849
,0.271173822
,0.279434183
,0.222746127
,0.196346061
,0.144444051
,0.052587419
,0.166448045
,0.087507829
,0.015197173
,0.007090439
,0.006475934
,0.023280273
,0.042459909
,0.040025526
,0.039730091
,0.268621264
,0.37212985
,0.56711691
,0.486522258
,0.231160114
,0.184434124
,0.099963366
,0.024107491
,0.082568157
,0.084376219
,0.077250328
,0.101381454
,0.111142624
,0.030725234
,0.004715142
,0
,0
,0.001169922
,0.028089954
,0.096808121
,0.20134482
,0.211945025
,0.193923494
,0.334278725
,0.315122724
,0.299866463
,0.332494298
,0.355360962
,0.173857553
,0.150400019
,0.195991539
,0.25960459
,0.403138701
,0.490788339
,0.427848879
,0.540362321
,0.476879262
,0.305574266
,0.101003297
,0.158270406
,0.147481122
,0.200813037
,0.350634003
,0.242705711
,0.34665154
,0.426596235
,0.707324423
,0.86127557
,0.785301521
,0.724051949
,0.755450775
,0.632018057
,0.447406672
,0.409591
,0.29992555
,0.182448801
,0.271162005
,0.319979674
,0.302348117
,0.27404545
,0.269862091
,0.180888905
,0.144325877
,0.15570603
,0.129755025
,0.109157301
,0.113966982
,0.142706893
,0.105068482
,0.219319082
,0.21060966
,0.166318053
,0.163056452
,0.146051217
,0.170915021
,0.365594829
,0.387563371
,0.500703135
,0.523995226
,0.414400681
,0.52615781
,0.464317368
,0.287446379
,0.247869914
,0.204570969
,0.169189681
,0.075229553
,0.05680623
,0.008520344
,0
,0
,0
,0
,0
,0
,0.014511764
,0.110114511
,0.250481559
,0.369636379
,0.203767386
,0.382280994
,0.385861666
,0.214450314
,0.219425438
,0.275357181
,0.298826532
,0.252325073
,0.164498174
,0.219709056
,0.272237388
,0.169721464
,0.117630375
,0.042306283
,0.004750594
,0.002091679
,0
,0
,0.000307252
,0
,0
,0.003025254
,0.09830893
,0.496271611
,0.384703561
,0.200316706
,0.187033951
,0.234587159
,0.232731828
,0.319495161
,0.413053497
,0.428487019
,0.509010766
,0.512024202
,0.504035641
,0.442986965
,0.547192777
,0.311033904
,0.127320641
,0.011592867
,0
,0.001193557
,0.001477175
,0.00463242
,0.540740478
,0.297148462
,0.107916475
,0.100755132
,0.032214226
,0.022701221
,0.077049432
,0.27377365
,0.403268692
,0.46494369
,0.350362203
,0.344630765
,0.512733246
,0.78394252
,0.826556056
,0.672362652
,0.619964311
,0.612909325
,0.619125276
,0.70057078
,0.570343059
,0.195483391
,0.121140143
,0.205043665
,0.058921544
,0.01353092
,0
,0
,0.00145354
,0
,0
,0.005944151
,0.002115314
,0.010151145
,0.083702627
,0.01525626
,0.001914418
,0.069072689
,0
,0
,0.002398932
,0
,0
,0
,0
,0
,0.023138464
,0.059335153
,0.201876603
,0.25783198
,0.154323395
,0.259025537
,0.333888751
,0.176008319
,0.039139221
,0.048002269
,0.252041455
,0.42166838
,0.519185545
,0.572470191
,0.597144917
,0.605700713
,0.609411375
,0.460240366
,0.402595101
,0.225795015
,0.095401851
,0
,0
,0.000874487
,0.053320098
,0.126410702
,0.284740195
,0.365003959
,0.396733671
,0.469245223
,0.479892698
,0.527871332
,0.566573309
,0.536604389
,0.629170064
,0.52897035
,0.488826651
,0.36372768
,0.375178738
,0.346415192
,0.213977618
,0.123657248
,0.025939188
,0
,0.005530542
,0
,0.004077002
,0.015067182
,0.062112242
,0.055919925
,0.088417769
,0.117902176
,0.1223337
,0.409992791
,0.226114085
,0.270890205
,0.317143499
,0.288332683
,0.398896255
,0.297183914
,0.226905851
,0.171635882
,0.060410536
,0.031906973
,0.113529738
,0.205646353
,0.308741329
,0.55526406
,0.946951702
,0.797827962
,0.979709528
,0.979024119
,0.966887652
,0.907859751
,0.953096749
,0.863615415
,0.076364023
,0.177710025
,0.16179199
,0.020444098
,0.000827218
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.025301048
,0.046855981
,0.048794035
,0.047021425
,0.051228418
,0.542855792
,0.647936092
,0.453504449
,0.293130547
,0.235532551
,0.402630553
,0.433911204
,0.549237187
,0.67119273
,0.591614375
,0.530589334
,0.470426963
,0.573557391
,0.49146193
,0.334597795
,0.220949882
,0.207466232
,0.218740029
,0.211365973
,0.065456565
,0.010328405
,0.007314969
,0
,0.021129507
,0.120761986
,0.196251521
,0.189551057
,0.234126281
,0.278063365
,0.290459815
,0.372070763
,0.425662661
,0.428049775
,0.494333558
,0.543328488
,0.399924369
,0.355656397
,0.278819678
,0.255043074
,0.138759882
,0.090509448
,0.106262039
,0.17282944
,0.061426833
,0
,0
,0
,0
,0
,0.000413609
,0.164486357
,0.30655511
,0.177828199
,0.322780397
,0.351851195
,0.240956737
,0.226244077
,0.302182673
,0.343626287
,0.439051772
,0.456116094
,0.40468678
,0.363822219
,0.244797391
,0.090556718
,0.0910885
,0.042022666
,0
,0
,0
,0
,0.050802992
,0.10961818
,0.217487385
,0.448056629
,0.644816299
,0.755344418
,0.604684416
,0.582455892
,0.591838905
,0.586331998
,0.629347325
,0.529454863
,0.450431926
,0.338840241
,0.499308682
,0.450089221
,0.25070609
,0.315678141
,0.313657366
,0.18749483
,0.100116992
,0.111095355
,0.072901526
,0.03551128
,0.025572848
,0.091443022
,0.220666265
,0.22640952
,0.266340506
,0.343709008
,0.478498245
,0.624313114
,0.80156226
,0.841753229
,0.873341133
,0.914170241
,0.883976791
,0.959868118
,0.963389702
,0.965103225
,0.908616065
,0.869961357
,0.722149348
,0.564103473
,0.399439855
,0.089374978
,0.020290472
,0.137211803
,0.207158979
,0.238415996
,0.189870127
,0.239574101
,0.444582314
,0.498316021
,0.468146205
,0.743444299
,0.94745985
,0.95418395
,0.948027085
,0.945557249
,0.944954562
,0.946998972
,0.947767103
,0.931789981
,0.863603597
,0.889117359
,0.953959419
,0.829061344
,0.785679678
,0.945096371
,0.927653892
,0.509908888
,0.637241347
,0.225889555
,0.131917609
,0
,0
,0
,0.066543766
,0.145743964
,0.228264852
,0.141076092
,0.056593517
,0.006605925
,0
,0.097966226
,0.175464719
,0.152609872
,0.139516196
,0.18431595
,0.133371149
,0.041609057
,0.013590007
,0
,0
,0
,0
,0
,0.044492502
,0.109240023
,0.078597511
,0.09635906
,0.495527115
,0.66197516
,0.65847721
,0.733068624
,0.79838338
,0.884520391
,0.667399345
,0.671015469
,0.52611054
,0.606067052
,0.655924652
,0.586284728
,0.580931447
,0.442017939
,0.342208199
,0.390269555
,0.440446225
,0.474397608
,0.386322544
,0.364342185
,0.426879853
,0.488566668
,0.717493294
,0.718875929
,0.730941492
,0.849056381
,0.843194952
,0.856170454
,0.732205954
,0.660356176
,0.563878943
,0.478817315
,0.353044752
,0.54427388
,0.610179506
,0.560227367
,0.518736484
,0.692109524
,0.642842793
,0.810898004
,0.942224743
,0.949220643
,0.991030595
,0.99019156
,0.898925799
,0.984507392
,0.980843999
,0.973907186
,0.968045757
,0.925314047
,0.877217239
,0.6973919
,0.655605583
,0.573368313
,0.506989991
,0.473227686
,0.51075974
,0.568783163
,0.365110315
,0.34674608
,0.455950651
,0.518240153
,0.417520474
,0.409803713
,0.318821569
,0.387716997
,0.445303175
,0.498268751
,0.693054915
,0.633601588
,0.686236277
,0.862067336
,0.972359107
,0.974391699
,0.962314319
,0.976057953
,0.922040628
,0.940381229
,0.894706988
,0.854811453
,0.865919807
,0.948712495
,0.920090758
,0.843868543
,0.537077085
,0.291145224
,0.12401177
,0.191654554
,0.171245908
,0.142659623
,0.161780173
,0.204334621
,0.155871474
,0.171198639
,0.130818591
,0.130712235
,0.118268515
,0.17655192
,0.140579762
,0.105742073
,0.05707803
,0.01035204
,0.000484513
,0
,0
,0
,0
,0
,0
,0
,0.018506045
,0.04091183
,0.043310762
,0.212122286
,0.536698928
,0.941267534
,0.912704884
,0.726379977
,0.75974049
,0.795239952
,0.611763038
,0.535174484
,0.651469493
,0.649401449
,0.705734983
,0.70084258
,0.629217334
,0.701279824
,0.742605263
,0.703690573
,0.790725706
,0.699897189
,0.811181622
,0.752082816
,0.814845015
,0.845877501
,0.829782205
,0.811477057
,0.852967939
,0.886576618
,0.802590374
,0.647085239
,0.516680257
,0.317060777
,0.326975573
,0.203176516
,0.112702521
,0.060091467
,0.027451815
,0.035050401
,0.060221458
,0.080121956
,0.09953794
,0.054064594
,0.019274175
,0.047021425
,0.052575602
,0.011923754
,0.027829971
,0.08024013
,0.089942213
,0.195637017
,0.164072748
,0.132945723
,0.094810981
,0.125406223
,0.14281325
,0.322756763
,0.530482977
,0.520225476
,0.499060517
,0.472766807
,0.512130559
,0.367674691
,0.352087543
,0.295257678
,0.305113388
,0.50504012
,0.600418336
,0.622126895
,0.496921568
,0.497571525
,0.461233027
,0.514694934
,0.604826225
,0.64095201
,0.653076659
,0.685302703
,0.321539571
,0.765850084
,0.753890878
,0.7286371
,0.696470143
,0.804398435
,0.837309888
,0.859692039
,0.868661443
,0.904763593
,0.885442148
,0.870233157
,0.888691932
,0.870044079
,0.875515534
,0.833717399
,0.825988821
,0.788953097
,0.737523783
,0.754966261
,0.697805509
,0.678200447
,0.808321811
,0.906098959
,0.889991846
,0.69103414
,0.976755179
,0.992578674
,0.995509389
,0.993228631
,0.986669976
,0.981907564
,0.969676558
,0.960234457
,0.991775091
,0.958627291
,0.755817114
,0.094870068
,0.006062325
,0.02311483
,0
,0
,0
,0
,0
,0
,0
,0
,0.01271552
,0.099715201
,0.023847508
,0
,0
,0
,0
,0.009879344
,0.01012751
,0
,0.011072902
,0.116755888
,0.343177226
,0.57456187
,0.381418324
,0.430767776
,0.692523133
,0.857033124
,0.82494889
,0.750830172
,0.679204925
,0.666950284
,0.647463396
,0.593292445
,0.498469647
,0.438909963
,0.314673663
,0.097930774
,0.086491533
,0.01552806
,0
,0
,0.001618983
,0.031847886
,0.098864348
,0.091253944
,0.074709587
,0.090024935
,0.08250907
,0.058058874
,0.026459153
,0
,0
,0
,0
,0
,0
,0.017643375
,0.116082296
,0.118764846
,0.10380402
,0.085546141
,0.095780007
,0.086326089
,0.09513005
,0.144160433
,0.146346652
,0.114829652
,0.126800676
,0.173550301
,0.141501519
,0.07129436
,0.039611917
,0.005625081
,0.001808062
,0.001737157
,0.003344324
,0.029673485
,0.016544357
,0.021401307
,0.006665012
,0.004100637
,0.050968436
,0.139551648
,0.221020787
,0.293544156
,0.194608903
,0.149643705
,0.138050838
,0.179329008
,0.232660923
,0.254369483
,0.260561799
,0.265359662
,0.304144361
,0.325592938
,0.2039801
,0.128845086
,0.089398613
,0.042873518
,0.012680068
,0.035558549
,0.046418738
,0.081729122
,0.068753619
,0.049786696
,0.031493365
,0.049006748
,0.071908864
,0.049018565
,0.131882157
,0.10008154
,0.173384857
,0.278335165
,0.30083549
,0.42721074
,0.643410028
,0.78189811
,0.785266069
,0.795417213
,0.671098191
,0.197256
,0.284917455
,0.182117914
,0.071483438
,0.01907328
,0.013909077
,0.01008024
,0
,0
,0
,0.042885336
,0.349168646
,0.626156628
,0.852672504
,0.924415925
,0.938856785
,0.94605358
,0.926460335
,0.921768828
,0.872135758
,0.898063129
,0.965434112
,0.933846208
,0.848359154
,0.774760402
,0.867007008
,0.886316635
,0.843360395
,0.666713936
,0.743373394
,0.857813072
,0.815270441
,0.952423157
,0.814407771
,0.909526004
,0.812587892
,0.883681356
,0.793786412
,0.684014606
,0.836648113
,0.702461564
,0.422152893
,0.200860307
,0.177060068
,0.270051169
,0.194597086
,0.142931424
,0.085546141
,0.084766193
,0.109192754
,0.275239007
,0.34415807
,0.464258281
,0.48833032
,0.676297846
,0.74788764
,0.535930797
,0.610534028
,0.5812387
,0.597523073
,0.544214793
,0.407109346
,0.089020456
,0.324186668
,0.371869867
,0.389229624
,0.137979934
,0.013790903
,0.024166578
,0.16933149
,0.209368833
,0.173030335
,0.11883575
,0.185190437
,0.19126458
,0.245990948
,0.189196535
,0.230285626
,0.258836459
,0.252242351
,0.194845251
,0.159109441
,0.389217806
,0.447985725
,0.33516503
,0.292598764
,0.215667506
,0.197149644
,0.224755084
,0.306366032
,0.38248189
,0.436014701
,0.368738256
,0.497855142
,0.688694296
,0.615213718
,0.642488271
,0.6717836
,0.660627977
,0.545467437
,0.416504177
,0.299630115
,0.34933409
,0.452039092
,0.627432907
,0.71065102
,0.715685232
,0.905023576
,0.985074627
,0.965410477
,0.977877832
,0.986705428
,0.994563997
,0.980194042
,0.951324139
,0.963117902
,0.985842758
,0.974545326
,0.922064263
,0.788716749
,0.876236395
,0.888195602
,0.873482942
,0.954987533
,0.851124425
,0.858900273
,0.948168894
,0.922796942
,0.885489418
,0.873861098
,0.925266778
,0.987071767
,0.988525307
,0.993973127
,0.983420191
,0.991420569
,0.988868011
,0.947058059
,0.947034424
,0.962196145
,0.827052387
,0.752070999
,0.76437291
,0.861960979
,0.89587691
,0.817362121
,0.729393413
,0.601824606
,0.377045887
,0.284220229
,0.297999315
,0.414849742
,0.523073469
,0.755462592
,0.757176115
,0.756786141
,0.812670614
,0.861960979
,0.84661018
,0.801503173
,0.772515097
,0.861216483
,0.945580884
,0.930501885
,0.953841245
,0.958556387
,0.959194526
,0.939754907
,0.873707472
,0.766984555
,0.702402477
,0.564044386
,0.35419104
,0.348518689
,0.358161686
,0.423630068
,0.540043252
,0.473003155
,0.491875539
,0.663936848
,0.877548126
,0.613240212
,0.35532551
,0.491521017
,0.564422543
,0.713274483
,0.855969558
,0.742912516
,0.733553137
,0.915245625
,0.870918566
,0.647120691
,0.658890819
,0.537218894
,0.532042874
,0.48283523
,0.445905863
,0.449935595
,0.400337978
,0.265950532
,0.234693516
,0.241488519
,0.242646624
,0.344358965
,0.448730221
,0.379043027
,0.266115976
,0.301674525
,0.313539192
,0.296569409
,0.399227142
,0.328015504
,0.332470663
,0.205599083
,0.120230203
,0.054395481
,0.0161662
,0
,0
,0.039044682
,0.156273266
,0.196570591
,0.442348826
,0.676569646
,0.849989955
,0.89360797
,0.600725588
,0.686401721
,0.441415252
,0.534406353
,0.535658997
,0.598964796
,0.821439123
,0.896337788
,0.949090651
,0.921508845
,0.712872691
,0.788823105
,0.525176966
,0.591153496
,0.699566302
,0.829321327
,0.864608076
,0.8690396
,0.857600359
,0.900757495
,0.876697274
,0.900993843
,0.918152704
,0.802543104
,0.888136515
,0.700759859
,0.768768982
,0.6386358
,0.431086846
,0.38502263
,0.281525862
,0.252419612
,0.268597629
,0.180534383
,0.181586131
,0.256331171
,0.210739651
,0.11156805
,0.046655086
,0.155422413
,0.171269543
,0.240862197
,0.243745642
,0.246440009
,0.24484466
,0.233322698
,0.203625578
,0.118918472
,0.0988998
,0.117736732
,0.076245849
,0.092163884
,0.036480306
,0.015764408
,0.008792144
,0
,0
,0
,0
,0
,0.00894577
,0.016780705
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.001500809
,0.138145378
,0.277519765
,0.316186289
,0.310466669
,0.393672965
,0.423062833
,0.286701883
,0.252833221
,0.205161839
,0.204937309
,0.186502168
,0.160243911
,0.12778152
,0.047080512
